listing_id,id,date,reviewer_id,reviewer_name,comments,language
16119275,1063671399952403340,2024-01-07,156277881,Grischa,Birte ist eine tolle Gastgeberin. Wenn eine gute und perfekt gepflegte Unterkunft sucht ist man Birte an der richtigen Adresse.,de
15941034,1060050118224952968,2024-01-02,513266969,Ulla,Wir haben die Tage bei Frank sehr genossen und haben uns bestens aufgehoben gefühlt. Vielen Dank !,de
15941034,1097702467513814874,2024-02-23,167662692,Sabrina,"Die Wohnung hat alles was es braucht. Das Check-in war unkompliziert und sehr einfach. Die Wohnung ist gut gelegen, in der Nähe von den Öffentlichen.<br/>Die Kommunikation war sehr unkompliziert. Danke für den Aufenthalt!",de
16583885,1107144638612438021,2024-03-07,525243230,Trauminsel Reisen,Sehr schöner Wohnraum und tolle Küche. Super Kommunikation und sehr flexibel bei Ankunfts- und Abreisezeit. Gerne wieder,de
16152597,1084743023453898215,2024-02-05,7760826,Philipp,Absolut empfehlenswert! Man kommt rein und fühlt sich gleich zuhause in dieser großzügigen und schön eingerichteten Wohnung. Komme wieder!,de
15985692,1067995200606902497,2024-01-13,38650688,Janine,"In der Wohnung war alles da, was man braucht. Man ist schnell bei zwei verschiedenen Haltestellen, Geschäfte und Restaurants sind fußläufig. Parkmöglichkeiten sind in der Nähe vorhanden. Vielen Dank.",de
15985692,1100636182994656423,2024-02-27,466188229,Theresa,"Die Unterkunft war sehr sauber mit allem was man so braucht. U/S-Bahn war gut zu erreichen und trotz der zentralen Lage war es nachts relativ ruhig. Insgesamt perfekt für ein paar Tage in Berlin, sehr zu empfehlen!",de
15985692,1106489733545105685,2024-03-06,490215026,Amira,"Dank genauer Anweisungen durch den Gastgeber war es einfach, in die Unterkunft zu gelangen. Die Wohnung war sauber und aufgeräumt. Es gab mehrere Küchengeräte, zum Beispiel einen Toaster und eine Kaffeemaschine.",de
15985692,1112247514269460889,2024-03-14,523114228,Juliana,"Ich kann mich den anderen Gästen nur anschließen. Die Wohnung war sehr sauber und top ausgestattet - da hat man sich sofort wohlgefühlt.  Auch die Lage ist perfekt, die S-Bahn Haltestelle Neukölln keine 5 Minuten entfernt und direkt um die Ecke ist ein großes Einkaufszentrum mit einem Aldi, Kaufland und Rossmann. <br/>Dank Volkers guter Beschreibung verlief der Check-in problemlos und wir haben uns jeden Abend gefreut, nach den Ausflügen wieder """"heimzukommen"""" :-)<br/>Danke für den schönen Aufenthalt - gerne wieder.",de
15986157,1099157671565386806,2024-02-25,26368439,Micael Und Nele,Marcels Wohnung ist ultraschön eingerichtet und blitzsauber. Besonders genossen haben wir den kleinen Balkon und dass es trotz der Nähe zur Sonnenallee nachts super leise war. Die Küche ist toll ausgestattet und sehr gemütlich.,de
16007104,1068691316506787293,2024-01-14,57235966,Johann,"Bella ist sehr nett und zuvorkommend. Das Zimmer war ok, die Gegend ruhig und das Kaffee direkt dabei und günstig.",de
16007104,1074599590475404874,2024-01-22,384978745,Christiane,"Ich habe mich bei Bella und ihrer Katze sehr wohl gefühlt. Das Zimmer entspricht den Bildern, ist gross und hell und in einer schönen, bunten Altbauwohnung gelegen. Die Lage ist super zentral, die U-Bahn nur wenige Meter entfernt. Bella ist eine wunderbare Gastgeberin, sehr unkompliziert und hat viele tolle Tipps für Berlin und Einblicke in das Stadtleben auf Lager. Ich komme gerne wieder!",de
16007104,1099917243763402203,2024-02-26,554882886,Johanna,"Bella ist eine super nette Gastgeberin ☺️ Ich hab mich wirklich sehr wohl gefühlt und die Woche, die ich mit ihr und Lotti verbracht habe war fast wie zuhause. Die Wohnung ist sehr gemütlich und die Lage sowieso unschlagbar. Außerdem kann Bella tolle Geschichten über die Gegend und Berlin generell erzählen. Hoffe ich komme wieder maĺ bei ihr vorbei 😊",de
16155678,1081042152099124464,2024-01-31,21329910,Janis,"Top Lage, und Jo und Fran waren super freundliche, entspannte und hilfsbereite Gastgeber. Danke!",de
16155678,1099124335810560995,2024-02-25,127562145,Martina,"Die Wohnung hat perfekte Lage für ein Wochenende im Berlin, alles war sauber und wie in der Beschreibung. Kommunikation war klar und freundlich. Ich kann nur empfehlen! Danke Fran&Jo!😊",de
16777646,1088995239814325012,2024-02-11,26152585,Andreas,"Exzellentes Apartment in bester Lage. Großzügig und gut ausgestattet, schnelles Internet.",de
16158138,1102770016754353852,2024-03-01,51508037,Irina,"Ich habe meinen Aufenthalt extrem genossen. Die Lage war ruhig und trotzdem viele Möglichkeiten in der Nähe: diverse Restaurants, Park, Kino, U-Bahn. Es ist in diesem Kiez definitiv nie langweilig! <br/>Auch die Fahrt zum Flughafen ist unkompliziert: 45 Minuten mit U+S-Bahn. Total im Rahmen.<br/>Habe meinen nächsten Aufenthalt schon wieder gebucht!",de
16627622,1110025181190580545,2024-03-11,80224215,Paula,"Alles war so wie beschrieben, sauber und sehr groß! Die einzige Störung während unseres Aufenthaltes war eine extrem laute Party in der Etage über uns. Die Gäste trampelten immer wieder durchs Treppenhaus, klingelten versehentlich an unserer Tür und hörten extrem laut Musik. Aber diesen Preis zahlt man wohl, wenn man ein Airbnb in Berlin Mitte bucht 😉",de
16167936,1094064757153508445,2024-02-18,272780546,Lisa,Schöne Wohnung in einer großartigen Lage.<br/>Auch die Restaurants und Cafes in der Umgebung sind super.<br/>Absolute Empfehlung!,de
16168421,1072382683073066743,2024-01-19,508355794,Enes,War eine sehr gute und vor allem saubere Wohnung. Kommunikation hat auch immer einwandfrei geklappt und war auch zu jeder Zeit erreichbar.,de
16821096,1068728383147331770,2024-01-14,278255009,Thomas,War sauber und sehr schön,de
16632030,1070245007068100067,2024-01-16,128658521,Markus,Sehr gute Unterkunft,de
16632030,1099863941689628358,2024-02-26,110607494,David,"Es war sehr angenehm für die Zeit bei Helen unter zu kommen. Der Checkin gestaltete sich unkompliziert und Helen war super flexibel bei der Ankunfszeit. Die Unterkunft entsprach der Beschreibung, war sehr gut mit den Öffis erreichbar und dennoch sehr ruhig gelegen. Alles super und gerne wieder.",de
16183018,1096975415819302056,2024-02-22,19267393,Robert,Sehr schöne gemütliche Wohnung in einer tollen Ecke der Stadt.,de
16821725,1069471416733963333,2024-01-15,1290421,Torsten,"Ein tolles und geschmackvoll eingerichtetes Quartier, sehr verkehrsgünstig , absolut empfehlenswert",de
16183489,1062952811377791493,2024-01-06,115821343,Thomas,Die Wohnung war echt top in Ordnung. Wir kommen vom Lande und sind deswegen bzgl. Lautstärke sehr verwöhnt. So eine viel befahrene Straße direkt vor den Schlafzimmern ist halt doof.,de
16183489,1097721894162599062,2024-02-23,538187021,Marion,"Das Apartment war superschön, die Kommunikation hat hervorragend funktioniert und die Abwicklung war super unkompliziert! <br/>Gerne wieder :) <br/>Definitiv eine empfehlenswerte Adresse in Berlin! <br/>Besonders gut hat uns der eigene Parkplatz gefallen :) <br/>Danke!",de
16633391,1107139420331372152,2024-03-07,461004349,Christiane,Gerne wieder... 😉,de
16865367,1062930640592887075,2024-01-06,21584506,Sina,"Sehr schöne und praktische Gästewohnung, die alles hatte was wir brauchten. Sie ist ruhig gelegen, aber mit guter Straßenbahnanbindung in die Innenstadt, die ca alle 15 Minuten fährt. Wir würden diese Unterkunft jederzeit wieder buchen",de
16865367,1083924233224654002,2024-02-04,144846248,Philipp,"Wir hatten einen schönen Aufenthalt, kommen gerne wieder!",de
16865367,1098416435952284884,2024-02-24,541037054,Jenny,Sehr empfehlenswert! Wir haben uns auch dieses Mal wieder rundum wohlgefühlt und kommen gerne wieder.,de
16865367,1109325149286262092,2024-03-10,77646214,Sarah,Uwe hat schnell geantwortet und die Wohnung war prima ausgestattet. Wir kommen gern wieder :),de
16865367,1114419072773394584,2024-03-17,202478987,Petra,"Eine sehr schön aufgeteilte Wohnung im Hinterhof eines anderen Hauses. Man sitzt auf einer kleinen Miniterrasse im ersten Stock und schaut in Bäume, Kleingärten und in den Sonnenaufgang. Das Preis-Leistungs-Verhältnis ist sehr fair. Uwe ist unglaublich freundlich, unkompliziert und hilfsbereit. Wir haben uns sehr wohl gefühlt.",de
16209988,1061457868253155339,2024-01-04,79837972,Tobias,"Es waren tolle Tage in Berlin, die Wohnung war perfekt, sehr sauber, alles wie abgesprochen und super nette Gastgeber. Wir werden es weiterempfehlen und wenn's passt, gern wiederkommen. Danke",de
16209988,1094093249890347943,2024-02-18,409852494,Katja,"Wir hatten als Freundesgruppe eine tolle Zeit, die Wohnung ist schön groß und ist top ausgestattet man hat alles was man in einer Wohnung so braucht. Der Check-In verlief super und war auch flexibel, Parkmöglichkeiten ist in der Straße leider eher mangelhaft vor allem mit einem größeren Auto. Aber alles in allem sehr schön, gepflegt und relativ ruhig. Wir würden aufjedenfall wieder kommen.",de
16209988,1105035438811289024,2024-03-04,121533798,Dorothe,Sehr geräumige und sehr saubere Unterkunft mit sehr guter Küchenausstattung.  Wir haben uns hier wohl gefühlt.,de
16209988,1114362976472924752,2024-03-17,110678439,Sonja,"Eine sehr schöne, sehr gut ausgestattete Wohnung! Es ist alles da um z.B. auch Mal zu kochen, neben Kochgeschirr auch Basisgewürze etc.<br/>Die Wohnung ist durch die vielen Fenster wunderbar hell und sehr gemütlich eingerichtet. Im Sommer ist bestimmt auch der Balkon toll.<br/>Wir waren zu 6., was von der Aufteilung der Zimmer perfekt gepasst hat - einzig ein zweites Bad/Toilette wäre ab und an praktisch gewesen.<br/>Nicht zu unterschätzen ist der 5. Stock ohne Aufzug, insbesondere mit Gepäck ;)",de
16648309,1107197764846160960,2024-03-07,77872726,Sebastian,"Alles wunderbar, sehr gute Kommunikation mit Esther und eine klasse Unterkunft.",de
16222479,1097718151445083654,2024-02-23,426055155,Leoni,"Alles wunderbar, ich komme auf jeden Fall wieder.",de
16686263,1062993695065749450,2024-01-06,549444260,Julius,Super Lage im eher ruhigeren Teil von Berlin. Sehr gute Mobilität mit Bus und Bahn zum belebteren Berlin. Wohnung für 2 Personen völlig ausreichend!,de
16686263,1086891874855012004,2024-02-08,554874504,Felix,"Die Gegend rund um die Wohnung war sehr angenehm und relativ ruhig. Kontakt zum Inserenten war immer sehr einfach und es wurde in der Regel innerhalb einer Stunde geantwortet. Die Dusche/Badewanne war wegen des Schrägdachs etwas eng aber ansonsten hatte die Wohnung alles, was man brauchte.",de
16889808,1073062213616111465,2024-01-20,553616261,Marcus,Wir waren mit 6 Personen in der schönen Wohnung mit tollen Ausblick vom Balkon auf den See und wir haben uns sehr wohl gefühlt und haben nette Abende verbracht.<br/>Tolle Lage um nach Berlin oder auch Potsdam zu kommen.<br/>Wir kommen sehr gerne mal wieder - vielen Dank an die sehr netten und hilfsbereiten Gastgeber.,de
16889808,1104235404684019898,2024-03-03,497614020,Pätrick,Super Unterkunft mit sehr netten Vermietern. Ruhige schöne Lage und alles war sehr sauber und gepflegt. Wir kommen gerne wieder.,de
16889808,1107162784223845637,2024-03-07,565082831,Mike,"Es war wirklich sehr schön. man sieht direkt den See/ Wasser . Enten schnattern . Vögel zwitschern, der Wald und das Wasser ist ca. 5min zu Fuß entfernt. Von dort kann man auch wenn man will 1,2,3 h am Wasser spazieren gehen. Die Wohnung ist wirklich groß und geräumig, sauber, Fußbodenheizung, Es war alles reibungslos und unkompliziert. Sehr zu empfehlen! Vielen Dank - LG Mike & Louise",de
16906146,1107870356471091154,2024-03-08,4188910,Ma,"Richard und seine Wohnung waren ein absoluter Glücksfang und unsere Erfahrungen dort hätten nicht besser sein können! Er ist ein exzellenter Gastgeber: super nett und flexibel, sehr kommunikativ, ultra zuvorkommend - es gab sogar ein detailliertes PDF mit hilfreichen Infos und sogar Restaurant-Empfehlungen. Auch die Wohnung selbst ist rundum richtig: blitzsauber, schick eingerichtet und mit allem, was man braucht, ausgestattet, außerdem ist es angenehm ruhig und friedlich, obwohl die Lage sehr zentral ist (bis zur U Schlesisches Tor und der East Side Gallery sind es nur wenige Gehminuten). Das absolute Highlight für uns war jedoch, dass wir eine Nacht länger bleiben durften, als sich unsere Reisepläne verschoben hatten. Unglaublich nett von Richard! Insgesamt können wir ihn und seine Wohnung nur wärmstens empfehlen.<br/>J'ai passé un très bon séjour chez Richard, hôte incroyablement chaleureux et organisé. L'appartement est idéalement situé proche de nombreux restaurants, bars... Idéal !",de
16237052,1068737752554883166,2024-01-14,370681656,Damaris,Wir würden die Wohnung jederzeit wieder buchen ! Es war super !,de
16237052,1106385280768467665,2024-03-06,3088353,Ivonne,Vielen Dank für den tollen Aufenthalt.<br/>Die Unterkunft hat alles erfüllt.<br/>Wir kommen gerne wieder,de
16237052,1115084392594402596,2024-03-18,127177308,Margitta,"Danke für die Vermietung  des schönen Apartments.  Und das so schon nah zur Wohnung unserer Tochter. Wir werden künftig immer versuchen., diese Unterkunft zu mieten.  Wir haben uns sehr wohl gefühlt.  Dankeschön Dietrich",de
16695157,1078126388008878089,2024-01-27,247480204,Jan,"Wir können uns über nichts ernsthaft beklagen. Von dort aus ist man extrem schnell in Berlin Mitte und die saubere Wohnung ist echt groß. Zwei kleine Kritikpunkte könnte man nennen: Im Schlafzimmer war die Heizung (Nachts) zu laut. Das lies sich aber regulieren (kam wohl von der Badheizung nebenan). Dass es keinen Tisch im Wohnzimmer mit Stühlen gibt, war auch schade. Dafür wäre nämlich Platz. Es gibt eine große Freifläche. Aber das lies sich durch eine Couch mit Tisch kompensieren. Nichts mit dem man nicht zurecht kommen würde. Vielen Dank!",de
16922853,1063696020462350514,2024-01-07,244400405,Olivia,"Ich war total begeistert von der Wohnung, sehr gemütlich eingerichtet, die Anweisungen sind super um in die Wohnung reinzukommen, die Lage ist gut, denn die Wohnung ist direkt am Kotti und da gibt es viel zu unternehmen. Ich war super zufrieden und würde die Wohnung wieder mieten",de
16922853,1095616691347138571,2024-02-20,30694261,Hannah,"Die Unterkunft war sehr sauber und zentral gelegen. Die öffentliche Verkehrsmittel waren nur wenige Gehminuten entfernt. Die Einrichtung war zweckmäßig. Straßenlärm war nicht wahrnehmbar, da die Unterkunft in einem Hinterhof lag. Die Kommunikation mit den Gastgeberinnen sehr gut. Wir können die Unterkunft weiterempfehlen.",de
16922853,1099881507457512462,2024-02-26,488064763,Niklas,"Alles war perfekt. Check-in ganz unkompliziert, tolle Lage mitten in Kreuzberg und super Einrichtung. Wir sind wunschlos glücklich und kommen vermutlich bald wieder :)",de
16922853,1106467614161339583,2024-03-06,276001742,Katharina,Tolle Lage. Perfekt für den Party und Gastronomie Trip in Berlin. Tolle Bars und Restaurants direkt vor Ort. <br/>Das Loft ist gemütlich eingerichtet.,de
16939260,1078948004335922666,2024-01-28,337886983,Margareta,"Die Unterkunft ist sehr schön gelegen. Es ist ruhig und doch recht nah zum Zentrum Berlin. Es handelt sich jedoch um ein älteres Gemäuer, welches nah am Wasser gelegen ist. Es ist feucht, die Luft im Innenraum ist so unangenehm, dass es den Eindruck der Unterkunft leider stark trübt. Es war trotz übertriebenen heizen kalt und modrig. So hübsch und liebevoll es hergerichtet ist, so unangenehm ist jedoch leider der Aufenthalt. Die Kommunikation zum Vermieter ist super. Wir kommen leider nicht wieder.",de
16939260,1086834703986094029,2024-02-08,23578455,Rolf,Sehr interessante Unterkunft mit spektakulärer Lage - keine Berlin Hektik und doch in 20 Minuten mit dem Bus in der Stadt.,de
16939260,1091248830962524053,2024-02-14,421008259,Bernd,"Ruhige Lage, mit Bus gut angebunden.",de
16939260,1094151485526417052,2024-02-18,107215652,Benita,"Die Unterkunft war wie beschrieben. Ein süßes kleines Haus, gleich an der Havel. In nur 3 Minuten kommt man in einen Park, daher ideal für Hundebesitzer....Leider war es bei unserer Ankunft etwas kalt, aber in der Nacht ging die Heizung an.  Ab da war alles super. Alles wie beschrieben.  Es gibt nichts zu beanstanden. Wir kommen gerne wieder.",de
16939260,1115863638301354775,2024-03-19,446904899,Maximilian,Super Aufenthalt und super Lage. <br/>Sehr zu empfehlen!,de
16939260,1119483146775868065,2024-03-24,107223818,Jana,"Wir - Ehepaar, Kleinkind, Baby und Hund nutzten die Unterkunft für ein Wochenende in Berlin. Die Wohnung war vollkommen ausreichend für uns, jedoch haben wir dort weder gekocht, noch gemeinsam gegessen - das könnte auf Dauer etwas eng werden. Zum Übernachten ist dort ausreichend Platz. Die Buchung sowie der Kontakt zum Vermieter waren einfach und unkompliziert. Sollte es sich noch einmal ergeben, werden wir die Unterkunft gerne noch einmal nutzen.",de
16729649,1062250218045618707,2024-01-05,1159351,Tina,"Wir hatten einen tollen Jahresabschluss in der großzügigen Wohnung von Ben & Martha. <br/>Die Ruhe und die Gemütlichkeit samt Ausstattung dieser Wohnung haben uns die laute, trubelige und teilweise recht ernüchternde Welt vor der Tür vergessen lassen. Wir haben uns sehr willkommen gefühlt, wozu auch die hilfreichen und sehr freundlichen Nachrichten von Martha & Ben beigetragen haben. Wir hatten wundervolle Tage! <br/>Die durchdachten Kleinigkeiten und die Aufteilung in der Wohnung als auch die schnelle Erreichbarkeit von sehenswerten Punkten in Berlin, macht diese Wohnung zum echten Highlight!",de
16944215,1073843701430761459,2024-01-21,503710113,Benjamin,"Das Airbnb war in Ordnung. Die Wohnung ist sehr hellhörig. Die Wohnung ist gut mit Bus und Bahn zu erreichen. Leider gab es viel Staub, Flecken auf der Bettwäsche und schlecht abgewaschenes Geschirr, dafür war das Badezimmer sehr sauber. Der Check In und Check Out war sehr einfach.",de
16951874,1084005488647137051,2024-02-04,135674616,Michael,"Rundum gut, wir haben uns sehr wohl gefühlt. Gerne wieder.",de
16951874,1104310211393997804,2024-03-03,193172137,Johanna,Super Unterkunft in top Lage! Die Wohnung hat alles was man braucht und war sauber. Wir hatten eine tolle Zeit und würden auf jeden Fall wieder kommen :),de
16250536,1068721911917889179,2024-01-14,22482187,Teresa,"Wir waren als 5-köpfige Familie aus einem Kleinkind, Eltern und Großeltern dort und haben uns gleich sehr wohl gefühlt. Schön groß und komfortabel ausgestattet, super angebunden, direkt an der Sbahn-Station Beusselstraße, trotzdem so gut isoliert, dass man bei geschlossenen Fenstern keinerlei Lärm durch Züge und Sbahnen hatte. Spätis, Bäckereien, Restaurants gibt’s alles fußläufig. <br/>Besonders toll fanden wir, dass die Kommunikation mit Ben und Simon so einfach, schnell und reibungslos verlief, Check-in und -out erfolgen online - mega bequem. <br/>Und sogar einen Kinderwagen konnte man kostenfrei ausleihen - echt top!",de
16250536,1072347048537884210,2024-01-19,231981182,Ronny,"Die Unterkunft ist offen zugeschnitten  und durch die großen Fenster auch hell und freundlich. Die Einrichtung passt sehr gut zur Wohnung und vermittelt einen Wertingen Eindruck . Alles war sauber und mindestes so beschrieben. Ein ganz besonderes Plus geht an das Team vor Ort. Mega freundlich , super kommunikativ und hilfsbereit. So sollte Dienstleistung überall funktionieren.",de
16252509,1075939976872635623,2024-01-24,500160796,Tanja,"Sehr schöne Wohnung, genauso wie beschrieben. Sehr sauber, bequeme Ausstattung und gute Raumaufteilung. Das Team war sehr nett und hilfsbereit. In der ersten Nacht war ein Nachbar recht laut, aber das Team hat sich super gekümmert und dann war das in dem folgenden Nächten kein Problem mehr. Kann ich uneingeschränkt weiterempfehlen:)",de
17384054,1071622195940335635,2024-01-18,363577449,Steffen,"Die Ferienwohnung war in Ordnung, nur den Parkplatz auf dem Grundstück gab es nicht, sonst alles okay",de
17384054,1073799998912899475,2024-01-21,9302487,Kirsa,"Sehr schöne Wohnung, den Bildern entsprechend. Für 8 Leute für ein Wochenende vollkommen in Ordnung, bei längerem Aufenthalt könnte es etwas eng werden, da drei Schlafplätze im Wohn-/Essbereich sind und es nur eine Toilette gibt. Küche gut ausgestattet, wir haben die coole Sitz-Empore viel genutzt.<br/>Die U-Bahn Station ist quasi direkt vor der Türe, sehr praktisch. Kommunikation mit den Gastgebern war auch sehr unkompliziert, bei Fragen kam schnell eine Antwort. Handtücher und Bettwäsche vorhanden, das war toll, da weniger Gepäck.",de
17384054,1093408300796190147,2024-02-17,553278257,Eva,"sehr guter Ausgangspunkt, sehr nettes Viertel",de
17396668,1099234418799915290,2024-02-25,341069066,Jane,Danke euch für den tollen Aufenthalt. Im großen und ganzen waren wir gut mit der Unterkunft zufrieden und würden diese weiterempfehlen. Die Kommunikation mit den beiden sowie die Lage der Unterkunft waren toll. Man brauch sich zu der Nähe zum Kottbusser Tor nicht abschrecken lassen. :),de
16254081,1078941970769024499,2024-01-28,93736096,Finn,"Super Unterkunft - genau wie im Inserat beschrieben! Die Wohnung ist voll ausgestattet (Kaffee, Tee, Küchengeräte, Spüli, Tabs usw.) - absolute Empfehlung!",de
16254081,1097781043884878897,2024-02-23,557939964,Jana,"Sehr begeistert - habe zum ersten Mal ein Airbnb gebucht und bin sehr überrascht wie einfach, sauber und toll das ganze war.",de
16279620,1094054720525269086,2024-02-18,93401861,Martin,"Maries Wohnung ist ein Traum. Super ist, dass es einen Aufzug gibt. Die Wohnung liegt in einer super Gegend und Marie ist supernett",de
16279620,1099862708575286702,2024-02-26,255527554,Frank,Sehr schöne Unterkunft mit herrlichem Weitblick über die Stadt. <br/>Wer gerne früh aufsteht kann auf der Terrasse den Sonnenaufgang über der Stadt genießen.<br/>Ideal auch für einen Kurzurlaub.,de
17399068,1062221775178735931,2024-01-05,421709804,Petra,"Gemütliche kleine Wohnung mit Charme. Alles dran, alles drin. Hilfsbereite Gastgeberinnen. Tolle, zentrale Lage.",de
17399068,1063705630592821584,2024-01-07,89523449,Lars,Wir hatten ein herausragendes Wochenende in Berlin und kommen gerne wieder in diese geniale Unterkunft!,de
17399068,1107179259501402040,2024-03-07,12913904,Gabriele,"Sehr schönes, ruhiges Apartment ,all in one ,gut ausgestattet und mit besonderer Atmosphäre. Beste Lage.",de
17071054,1068698339562886287,2024-01-14,553771461,Verena,"Die Wohnung war in kurzer Entfernung zur Charité (was mir wegen eines Krankenhausaufenthaltes meines Lebensgefährten sehr wichtig war)<br/>Die Terrasse muss im Sommer ein Traum sein!<br/>Leider war ich zu wenig vor Ort, um alles noch mehr genießen zu können.",de
17071054,1097052412786288042,2024-02-22,533993838,Robert,Freundlicher und hilfsbereiter Gastgeber.,de
17403218,1103479301008440446,2024-03-02,35103955,Hans Christian,"Ich war für eine Woche an einem Kurs der Freien Universität, dafür war die Lage perfekt. Mit der U1 gut erreichbar. Das Zimmer war ruhig und sauber und verfügt über ein eigenes Bad. Jutta und Jürgen waren sehr zuvorkommend. Gerne wieder.",de
17403218,1106435708392253388,2024-03-06,296352040,Lea,"Herzliche Gastgeber und ein sehr gemütliches Zimmer, mit Blick ins Grüne.",de
17403218,1112927485878866807,2024-03-15,30169213,Maren,"Sehr liebevoll eingerichtetes Zimmer und ganz herzliche Aufnahme, sehr zu empfehlen!",de
17077519,1104299601772400208,2024-03-03,140896882,Anja,Coole Location im typischen Berlinstyle. Ausstattung war praktisch und zweckmässig - mit Blick auf die Spree.,de
16280687,1081839629789387304,2024-02-01,333379168,Kristin,Alles super und gerne wieder!,de
17100847,1090425826725870241,2024-02-13,9022877,Karl,hat uns mal wieder super gefallen..wir kommen gerne wieder..vg,de
17413995,1080398335995034459,2024-01-30,5081746,Stefanie,"Ein tolles Apartment in zentraler Lage, genauso wie auf den Fotos beschrieben. 100% Weiterempfehlung.",de
17424244,1099229244502077178,2024-02-25,364632557,Philipp,"Toller Aufenthalt, in unserem Fall für eine Woche. Klein, aber wirklich clever ausgestattet & eingerichtet, sodass alle Bedürfnisse und Wünsche erfüllt wurden - top!",de
17424244,1105025528381043972,2024-03-04,91112148,Martin,Die Wohnung von Maria  ist wirklich schön und sauber und eignet sich super um für ein paar Tage in Berlin zu verbringen. Die Ausstattung ist wie beschrieben inkl. Babybett und Hochstuhl.<br/>Von uns gibt's eine klare Empfehlung!,de
16283253,1078927821954395889,2024-01-28,558004481,Thomas,Voll schön … sehr kuschelig..<br/>Gerne wieder ..,de
16283253,1087545396470982128,2024-02-09,11696940,Cristina,"Wir waren nur 2 Nächte mit Hund in Berlin. Ich habe hier 8 Jahre gelebt, deshalb wußten wir, wo wir hinwollten. Die Wohnung war perfekt! Geräumig, sauber, schön eingerichtet, unkompliziert, ruhig, alles notwendige war da, sogar Kaffeekapseln Vielen Dank! Gute Lage, um die Stadt zu erkunden. Die Kommunikation war super schnell und unkompliziert, wir haben alle notwendigen Infos rechtzeitig bekommen. <br/>Absolut empfehlenswert! Gerne wieder! <br/>Alles Gute! 👋👋👋",de
16295639,1099139301463974296,2024-02-25,218635177,Judith,Unterkunft war so wie beschrieben und die Kommunikation mit dem Gastgeber war sehr unkompliziert und schnell. Wir waren zufrieden.,de
17214218,1063633475456028328,2024-01-07,48233550,Lena,"Schöne Unterkunft, nette Kommunikation. <br/>Es war alles in allem sehr gut!",de
17214218,1086811187367716189,2024-02-08,364322572,Hannes,"Ich war 5 Tage im Appartement von Claudia und Daniel und hab mich sehr wohl gefühlt. Es ist alles vorhanden, was man so braucht (außer einem Milchschäumer der mir gefehlt hat).  Es sieht auf dem Fotos größer aus als es ist, aber ist auch für zwei Personen völlig ausreichend. Alles ist tip-top sauber, die kleine  Dusche hat wunderbar warmes Wasser und die Küche ist praktisch eingerichtet.",de
17489955,1094822966501382576,2024-02-19,232218257,Lara,"Alles super, schöne Lage, schöne Unterkunft, gerne wieder!",de
17489955,1107097279586749750,2024-03-07,242937358,Yasmin,"Super schönes Apartment, sehr groß, perfekt für Gruppen, tolle Lage, coole Restaurants in der Nähe, in der Nähe von Öffis",de
17223235,1094837264451723083,2024-02-19,115965463,Silvio,"Werner war sehr freundlich. Er hat uns in der Wohnung empfangen und uns alles erklärt. Man kann sich jederzeit bei ihm melden wenn man etwas benötigt wie zum Beispiel neue Bettwäsche.<br/> In der Wohnung ist alles, was man braucht, enthalten. Auch ideal mit Kindern. Es befinden sich viele Spielplätze in der Nähe. Wir würden diese Wohnung jederzeit wieder nehmen.",de
17512321,1104220814136650811,2024-03-03,555391192,Tom,"Große Küche, toll gelegenes Schlafzimmer, rundum eine sehr angenehme Atmosphäre",de
16299075,1089790778451433147,2024-02-12,150834575,Gabriela,Schöne und großzügig  geschnittene Wohnung. Gute Lage. Alles verlief sehr unkompliziert. Wir kommen bestimmt mal wieder!,de
16299075,1107167400082468303,2024-03-07,132186830,Yasemin,Die Unterkunft ist zu empfehlen. Wir haben uns wohl gefühlt. Sauber und ordentlich .,de
17230578,1063637148552378066,2024-01-07,513417603,Marc,"Hallo lieber Rochus, <br/>unsere Erwartungen wurden um einiges übertroffen.<br/>Du und dein Hund sind sehr liebevolle Gastgeber. Dein Haus ist einfach wunderbar und gemütlich. Man fühlt sich wie Zuhause bei Dir.<br/>Wir werden definitiv wieder kommen.<br/>Wir danken dir sehr für deine Freundlichkeit und für das gute Frühstück ☺️<br/>Wenn es möglich wäre würden wir 10 Sterne vergeben ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐",de
17230578,1067316219793120531,2024-01-12,81459033,Mario,Sauber und Ordentlich. Nett und zuvorkommend. Alle Wünsche erfüllt. Gerne wieder.,de
17230578,1081834830171799443,2024-02-01,107988138,Patrick,"Wie gewohnt, alles bestens !<br/>Absolut schicke Unterkunft & der Gastgeber ist super nett. <br/>Klasse :)",de
16299453,1094136241047327739,2024-02-18,43931964,Ulf,"Hat alles super geklappt, genau wie beschrieben. Wohnung liegt in einer tollen Gegend.",de
16299803,1084018899711702074,2024-02-04,112757860,Janina,"Die Unterkunft von Duc Son war die perfekte Unterkunft für mich und meine Freunde. Es ist sehr groß, sauber und man hat alles, was man braucht. Die Kommunikation über Airbnb hat auch einwandfrei geklappt.",de
16299803,1086822391328219489,2024-02-08,85723155,Joel,Die Kommunikation mit Duc war sehr easy und entspannt. Es hat alles funktioniert. Die Wohnung ist in einer top Lage und hat für unsere Zwecke absolut ausgereicht. Empfehlenswert!,de
16299803,1098440586592820530,2024-02-24,66784671,Andreas,Alles prima. Wir haben uns sehr wohl gefühlt. Vielen Dank! Wir kommen gerne wieder :),de
