id,sentiment,positive_sentiment,negative_sentiment,neutral_sentiment
1087624927968332161,positive,0.9881147146224976,0.011849778704345226,3.54701915057376e-05
1088993484105157072,positive,0.9996514320373535,0.0003390279016457498,9.49763307289686e-06
1099965033054691499,positive,0.9861418604850769,0.01382458582520485,3.355978333274834e-05
1060794187834330532,positive,0.9997649788856506,0.00021523966279346496,1.973017970158253e-05
1107185638074829865,positive,0.9997829794883728,0.0001944431714946404,2.266623778268695e-05
1091191616481307106,positive,0.9997881054878235,0.00017707601364236325,3.483403634163551e-05
1062202029824259281,positive,0.9991621971130371,0.000724166224244982,0.00011361978249624372
1085401991482855718,positive,0.9997608065605164,0.0002214417909272015,1.770145354385022e-05
1087589100052218644,positive,0.9995068311691284,0.0004807172226719558,1.2396056263241917e-05
1099910675901181963,positive,0.9864954948425293,0.01338731124997139,0.00011726368393283337
1084628466609842562,positive,0.9997788071632385,0.00020093245257157832,2.029883944487665e-05
1086850781189901055,positive,0.9963363409042358,0.003639287082478404,2.4386716177104972e-05
1094117370114341489,positive,0.9997450709342957,0.0002417248470010236,1.3186122487240937e-05
1067989846463997932,positive,0.9997536540031433,0.00023096383665688336,1.54285371536389e-05
1102065906240892203,positive,0.9896463751792908,0.00020612018124666065,0.010147560387849808
1078829462824282190,positive,0.999768078327179,0.00021344456763472408,1.84677992365323e-05
1109362933778697972,positive,0.999783456325531,0.0001901740615721792,2.6302965125069022e-05
1114436714031263148,positive,0.9997569918632507,0.00016329869686160237,7.9751291195862e-05
1081845110535975134,positive,0.9996092915534973,0.00037503239582292736,1.5782754417159595e-05
1089044515068561950,positive,0.9997844099998474,0.00016450158727820963,5.1108174375258386e-05
1093400753492263225,positive,0.9993046522140503,0.0006871382356621325,8.210062333091628e-06
1108597513158323266,positive,0.9990322589874268,0.0008644196204841137,0.00010343074245611206
1084635464863939461,positive,0.9997749924659729,0.00019757934205699712,2.737581053224858e-05
1091242958989821367,positive,0.9997827410697937,0.00019390220404602587,2.3347296519204974e-05
1088302525908612358,positive,0.999072790145874,0.0009218076011165977,5.33084494236391e-06
1097028404256873827,positive,0.9997400641441345,0.00024148538068402559,1.842154779296834e-05
1104222994551663274,positive,0.9984312653541565,0.0015590322436764836,9.64664104685653e-06
1113633425026260065,positive,0.998735249042511,0.001259471639059484,5.186879661778221e-06
1116614583027181223,positive,0.9996558427810669,0.0003318343369755894,1.2286556739127263e-05
1119459857142682722,positive,0.9997878670692444,0.00017807174299377948,3.4132724977098405e-05
1062197344677255603,positive,0.9995964169502258,0.00033882437855936587,6.48166605969891e-05
1094853815173499643,positive,0.9997548460960388,0.00022723074653185904,1.7913216652232222e-05
1108548202381774535,positive,0.9997863173484802,0.00016515298921149224,4.846819501835853e-05
1115119167861230131,positive,0.9995582699775696,0.00035672393278218806,8.500640979036689e-05
1063629987952502127,positive,0.9996429681777954,0.00019636444631032646,0.00016066021635197103
1063613506873596298,negative,0.3032281994819641,0.6967600584030151,1.1727823221008293e-05
1087612739850256864,positive,0.9997879862785339,0.00018523102335166186,2.681549813132733e-05
1099866056817893530,positive,0.9997640252113342,0.0002191429230151698,1.683485425019171e-05
1099210336589219993,positive,0.9997896552085876,0.00017946817388292402,3.085305434069596e-05
1115825654142950127,positive,0.9997780919075012,0.00018787538283504546,3.41070735885296e-05
1099177879050287680,positive,0.999779999256134,0.00019901455380022526,2.0952167687937617e-05
1094120922517983867,positive,0.9997840523719788,0.0001917587942443788,2.418282201688271e-05
1063707252812832965,positive,0.8484781384468079,0.15148629248142242,3.560805998858996e-05
1089805186784430083,positive,0.9996423721313477,0.00034818710992112756,9.408765436091926e-06
1065137062664891971,positive,0.9992057681083679,0.0007874505245126784,6.825095169915585e-06
1096341322774750504,positive,0.9993539452552795,0.0006396739627234638,6.445391136367107e-06
1118787813701724903,positive,0.9994024038314819,0.0005247917142696679,7.277417171280831e-05
1072403914610180381,positive,0.9997637867927551,0.00016121716180350631,7.495399768231437e-05
1073852314638879127,positive,0.9949806332588196,0.004726060666143894,0.00029331332189030945
1103576050900808010,positive,0.9997791647911072,0.00020071322796866298,2.0103152564843185e-05
1107928362906924835,positive,0.9997754693031311,0.00015669281128793955,6.781503179809079e-05
1110825856436530771,positive,0.9997863173484802,0.00016807371866889298,4.563006586977281e-05
1114403738592779214,positive,0.9997856020927429,0.00016985771071631461,4.4550066377269104e-05
1103503382344787101,positive,0.9997861981391907,0.00018723763059824705,2.6623471057973802e-05
1109365525036271579,positive,0.9989339709281921,0.0010551473824307323,1.0871959602809511e-05
1089721256334927602,positive,0.9946267008781433,0.005355670116841793,1.76110024767695e-05
1092712575908631075,positive,0.9997631907463074,0.00021937733981758356,1.738351784297265e-05
1093436106647466110,positive,0.9997853636741638,0.00018453550001140684,3.015126276295632e-05
1060060814423539917,positive,0.9994202852249146,0.0005687398370355368,1.0943072993541136e-05
1061441512849677709,positive,0.9997652173042297,0.00021933992684353143,1.5541170796495862e-05
1077490790484830409,positive,0.9850016832351685,0.012195738032460213,0.0028026585932821035
1078834356294948638,positive,0.9990695118904114,0.0009158722241409123,1.460459316149354e-05
1099236642775613084,positive,0.9992989301681519,0.0006928627844899893,8.248155609180685e-06
1099239401881161323,positive,0.9997711777687073,0.00015815123333595693,7.068112608976662e-05
1073129015581224945,positive,0.984247088432312,0.015709154307842255,4.378972153062932e-05
1104290351466053745,positive,0.9996521472930908,0.00033861681004054844,9.198091902362648e-06
1098427780223720726,positive,0.9997859597206116,0.00018573903071228415,2.8373713576002046e-05
1110797295948898229,positive,0.9860660433769226,0.013846355490386486,8.761039498494938e-05
1110056083803919345,positive,0.9997844099998474,0.00019147928105667233,2.4116294298437424e-05
1098509466168653656,positive,0.999713122844696,0.0002737942850217223,1.3133379979990423e-05
1078844682823411010,positive,0.9997839331626892,0.000162320546223782,5.378097193897702e-05
1089013904680584729,positive,0.9996837377548218,0.00030017507378943264,1.6117142877192236e-05
1099848164359307122,negative,0.03673650324344635,0.9632450342178345,1.849428372224793e-05
1104279208629220809,positive,0.9997687935829163,0.00021190872939769179,1.932162558659911e-05
1111493831193194374,positive,0.999772846698761,0.00016024908109102398,6.690555164823309e-05
1115134472242862850,positive,0.9997701048851013,0.0001638829126022756,6.604850204894319e-05
1094075575582092336,positive,0.9996764659881592,0.0003125796210952103,1.1019277735613286e-05
1112962483911995014,positive,0.9997668862342834,0.0002163233293686062,1.684420021774713e-05
1088367479556514942,positive,0.9995315074920654,0.0004364512278698385,3.203205778845586e-05
1101402365063591838,positive,0.9997832179069519,0.00016950437566265464,4.7304572944995016e-05
1089012823689245745,positive,0.9997884631156921,0.00018020474817603827,3.1293006031773984e-05
1104265352393242411,positive,0.9997078776359558,0.000280932494206354,1.1206669114471879e-05
1093365248985937295,positive,0.9996384382247925,0.00035302829928696156,8.528561920684297e-06
1109382233979741646,positive,0.9976226687431335,0.002331848256289959,4.5371805754257366e-05
1110059398891289174,positive,0.9991430044174194,0.0008494998328387737,7.545375410700217e-06
1088301293706692167,positive,0.9994044303894043,0.0005876018549315631,7.95104460848961e-06
1099139217883361749,positive,0.9997822642326355,0.00016617482469882816,5.16068066644948e-05
1078155084580926524,positive,0.9997884631156921,0.0001698476553428918,4.167984297964722e-05
1062997608584503679,positive,0.9996778964996338,0.00031030227546580136,1.1767107935156673e-05
1104204418897932689,positive,0.9997705817222595,0.0001640673726797104,6.535254942718893e-05
1080323805436614294,positive,0.9997857213020325,0.00016454151773359627,4.9711521569406614e-05
1083962362839716074,positive,0.9997710585594177,0.0002109317429130897,1.799135498004034e-05
1086822555984709395,positive,0.9997872710227966,0.00018325280689168721,2.943663639598526e-05
1094071523496290575,positive,0.9651382565498352,0.034828029572963715,3.3694774174364284e-05
1063694423372493325,positive,0.9996366500854492,0.0003534834540914744,9.919967851601541e-06
1070899766190099117,positive,0.9997848868370056,0.0001686167815933004,4.651027484214865e-05
1086121071903906011,positive,0.9997121691703796,0.000275446887826547,1.2402789252519142e-05
1107186685370659573,positive,0.999790608882904,0.00017393159214407206,3.552865018718876e-05
1084644566785858888,positive,0.9997847676277161,0.00018980359891429543,2.533655788283795e-05
1089770649238236735,negative,0.008168725296854973,0.9918067455291748,2.4643701181048527e-05
1095606677444584279,positive,0.9997896552085876,0.00016832354594953358,4.2060910345753655e-05
1060101154451205596,positive,0.999784529209137,0.000191532977623865,2.392985697952099e-05
1085411815331110812,positive,0.9985080361366272,0.001482691033743322,9.238930033461656e-06
1098504450069692566,positive,0.9975789189338684,0.001960004912689328,0.00046110028051771224
1074558776749867007,positive,0.9997714161872864,0.0002110128989443183,1.7544063666719012e-05
1078925363138822021,positive,0.9997207522392273,0.00026751362020149827,1.1637838724709582e-05
1096265330567519308,positive,0.9997541308403015,0.0002316787140443921,1.4220288903743494e-05
1105752782245967370,positive,0.999777615070343,0.0002028295857599005,1.9518312910804525e-05
1118771479520063510,positive,0.9996962547302246,0.00029337062733247876,1.0376806130807381e-05
1090468586052521768,positive,0.9983508586883545,0.001641153241507709,7.950938197609503e-06
1096247856308438897,positive,0.9972925782203674,0.0026883662212640047,1.907523619593121e-05
1117278590557922895,positive,0.9997894167900085,0.00018105881463270634,2.955315176222939e-05
1065903355924512847,positive,0.9996635913848877,0.0003261285019107163,1.0192366971750744e-05
1104931801753758705,positive,0.9997199177742004,0.00025918075698427856,2.0828945707762614e-05
1061458022800601237,negative,0.03572824224829674,0.9642454981803894,2.616556412249338e-05
1073800887094097801,positive,0.9980890154838562,0.0019041831837967038,6.733062946295831e-06
1078181374237625355,positive,0.9997790455818176,0.00020054598280694336,2.0423098249011673e-05
1109350239599120368,positive,0.9471994042396545,0.05273345112800598,6.72111491439864e-05
1103476412922973835,negative,0.0003975460713263601,0.9995909333229065,1.1578266821743455e-05
1086913519708448273,positive,0.99972003698349,0.00015995968715287745,0.00012004776363028213
1096231007655048757,positive,0.9719146490097046,0.018890874460339546,0.009194521233439445
1104214399258074005,positive,0.9984446167945862,0.0015107286162674427,4.461535718291998e-05
1063672113263714327,positive,0.9930002689361572,0.006932965945452452,6.680064689135179e-05
1068755597311524611,positive,0.9932901859283447,0.006651355419307947,5.840336962137371e-05
1075283355446577280,positive,0.9922803640365601,0.007665540091693401,5.4131316574057564e-05
1087559607146184867,positive,0.9997767806053162,0.00020401629444677383,1.920680733746849e-05
1091903973712475864,negative,0.009328145533800125,0.9906524419784546,1.9347986381035298e-05
1092678308471842787,positive,0.9883221983909607,0.011617787182331085,5.9982277889503166e-05
1094154733391022150,positive,0.9996652603149414,0.0003250832378398627,9.595004485163372e-06
1102043227724552859,positive,0.999559223651886,0.00043360376730561256,7.204000667115906e-06
1102060064664624463,positive,0.9971946477890015,0.0027606491930782795,4.471901775104925e-05
1104275570478390644,negative,0.00021273980382829905,0.9997652173042297,2.2089636331656948e-05
1107126248990231396,positive,0.9997876286506653,0.00017411261796951294,3.8293383113341406e-05
1069413748063080689,positive,0.9997281432151794,0.0002596529375296086,1.2113118827983271e-05
1083998005762809345,positive,0.9997755885124207,0.0002049687027465552,1.9453287677606568e-05
1095585435526494675,positive,0.9997830986976624,0.00018927943892776966,2.7599560780799948e-05
1104221847745479961,positive,0.9995349645614624,0.0004560963425319642,8.909045391192194e-06
1092658928589303166,positive,0.9984298348426819,0.0015492700040340424,2.0804051018785685e-05
1086121976530377199,positive,0.999788224697113,0.000182434989255853,2.9283393814694136e-05
1076768533169559555,positive,0.9986050724983215,0.0013776359846815467,1.7263373592868447e-05
1089035790306104659,positive,0.9997829794883728,0.00018394432845525444,3.3079442800953984e-05
1099139157718381660,positive,0.9995818734169006,0.00017264520283788443,0.0002455068170093
1107915110854234066,positive,0.9997876286506653,0.00018330653256271034,2.9129902031854726e-05
1110098617702207475,positive,0.999782145023346,0.000165495541295968,5.2333620260469615e-05
1114349963519894001,positive,0.9986876845359802,0.0006964709609746933,0.0006158379837870598
1071652417751444926,positive,0.9997833371162415,0.0001912952575366944,2.5340365027659573e-05
1107939963818259737,positive,0.9995383024215698,0.00045466472511179745,7.031163931969786e-06
1074567920676202379,positive,0.9986543655395508,0.0013258015969768167,1.9820488887489773e-05
1075976298206242930,positive,0.9894446730613708,0.0050105806440114975,0.005544721148908138
1071695049561697987,positive,0.9990019202232361,0.0009915211703628302,6.5912299760384485e-06
1109306846582533930,positive,0.985647439956665,0.014290699735283852,6.181520438985899e-05
1118794033640854400,positive,0.9997586607933044,0.00019553779566194862,4.5724900701316074e-05
1083213798402948919,positive,0.9997881054878235,0.00016857149603310972,4.337680002208799e-05
1092701965274422921,positive,0.9843882322311401,0.015482280403375626,0.00012943091860506684
1066608384865129155,positive,0.9997850060462952,0.00018695584731176496,2.7979489459539764e-05
1099169250168031342,positive,0.9814282655715942,0.01852148026227951,5.0146620196755975e-05
1067241063595323954,positive,0.9994832277297974,0.00043947991798631847,7.726706826360896e-05
1070886621509676870,positive,0.9997616410255432,0.00022038226597942412,1.798655284801498e-05
1112952255958399480,positive,0.9887562394142151,0.009170935489237309,0.0020728816743940115
1086836826941452260,positive,0.9995864033699036,0.00040345112211070955,1.01837777037872e-05
1104217167495313508,positive,0.9996453523635864,0.00034423291799612343,1.0368245966674294e-05
1073835840290858498,positive,0.9997840523719788,0.00019253813661634922,2.3487731596105732e-05
1119475325695957618,positive,0.9979793429374695,0.0019982277881354094,2.2438551241066307e-05
1073800817827140103,positive,0.9997673630714417,0.0001910675928229466,4.158343654125929e-05
1097060425751259466,positive,0.9997699856758118,0.0002120110730174929,1.7983426005230285e-05
1109273520448762262,positive,0.9971913695335388,0.0027901586145162582,1.8583254131954163e-05
1107888979648046806,positive,0.9997339844703674,0.00025178215582855046,1.413117024640087e-05
1099183125189935038,positive,0.9997760653495789,0.0001652781356824562,5.869000597158447e-05
1107198437146632630,positive,0.9997798800468445,0.00019935988530050963,2.0710613171104342e-05
1089069454624030770,positive,0.9997344613075256,0.00024341724929399788,2.2190390154719353e-05
1088987065767957725,positive,0.9997724890708923,0.00018264328537043184,4.492206062423065e-05
1084688310447240543,positive,0.993477463722229,0.00647592032328248,4.654705116990954e-05
1089022742666139760,positive,0.9995593428611755,0.000433413457358256,7.276772976183565e-06
1097058021977462793,positive,0.999790608882904,0.00017510427278466523,3.428579293540679e-05
1106426527428745475,positive,0.9997891783714294,0.00017479469534009695,3.597325849113986e-05
1107926117297466336,positive,0.9997771382331848,0.0002031764161074534,1.967431489902083e-05
1068004531710817620,positive,0.9994468092918396,0.0005472683697007596,6.005212981108343e-06
1078210727423042040,positive,0.9997718930244446,0.0001561008539283648,7.200577965704724e-05
1104207294202376663,positive,0.99970942735672,0.00027903684531338513,1.1560297934920527e-05
1118732850431717491,positive,0.9996638298034668,0.00032708889921195805,9.041347766469698e-06
1060760739811798394,positive,0.9997904896736145,0.00017432746244594455,3.5104814742226154e-05
1105039055132134854,positive,0.9997727274894714,0.00020915473578497767,1.8119251762982458e-05
1109291838062818001,positive,0.9991996884346008,0.0007874836446717381,1.2860656170232687e-05
1107143635536025852,positive,0.9997796416282654,0.00019999586220365018,2.0395335013745353e-05
1094061798337168874,positive,0.9997723698616028,0.00020786153618246317,1.977300962607842e-05
1107208714476249619,positive,0.999735414981842,0.00025121791986748576,1.3345308616408147e-05
1109344620508471323,positive,0.9987278580665588,0.001262534293346107,9.609604603610933e-06
1063651365093169334,positive,0.9997900128364563,0.00017685559578239918,3.316531001473777e-05
1114442737086811041,positive,0.9997891783714294,0.00018035549146588892,3.053386171814054e-05
1102035657338856402,positive,0.9931390881538391,0.006841208785772324,1.961475209100172e-05
1114453956342072506,positive,0.9995372295379639,0.00045208018855191767,1.0767630556074437e-05
1092649730031702746,positive,0.9997827410697937,0.00016067901742644608,5.666236756951548e-05
1099193434966814772,positive,0.9997879862785339,0.00016540073556825519,4.6648303396068513e-05
1083974247149303859,positive,0.9997723698616028,0.00020743024651892483,2.024662353505846e-05
1109289574629615945,positive,0.9997891783714294,0.0001712320081423968,3.958677552873269e-05
1084720099163065710,positive,0.9997703433036804,0.00021164934150874615,1.7965159713639878e-05
1103505804679846824,positive,0.9997594952583313,0.00015625383821316063,8.423717372352257e-05
