id,sentiment,positive_sentiment,negative_sentiment,neutral_sentiment
3176,positive,0.9808847904205322,0.015172881074249744,0.003942370880395174
9991,positive,0.9850400686264038,0.014624170027673244,0.0003356974630150944
14325,neutral,0.03464497625827789,0.038914818316698074,0.9264401793479919
16644,neutral,0.0001346772041870281,0.0003464118344709277,0.999518871307373
17904,neutral,0.009644081816077232,0.028760172426700592,0.9615957140922546
20858,neutral,0.03685599938035011,0.020131142809987068,0.9430128931999207
21869,neutral,6.579281034646556e-05,0.00017286979709751904,0.9997612833976746
22438,neutral,2.073070572805591e-05,5.274038267089054e-05,0.9999265670776367
22677,positive,0.9917341470718384,0.008215459063649178,5.0389218813506886e-05
23834,positive,0.9704739451408386,0.028796164318919182,0.0007298311684280634
28156,positive,0.46994033455848694,0.24041996896266937,0.28963974118232727
29279,negative,0.10070127248764038,0.7818261384963989,0.1174725741147995
30295,neutral,0.09420061856508255,0.4137870967388153,0.49201229214668274
34854,negative,0.02303788810968399,0.9764610528945923,0.0005009642918594182
37004,neutral,0.03943830356001854,0.034470438957214355,0.9260912537574768
37554,negative,0.01622779481112957,0.9836598634719849,0.00011230051313759759
41217,positive,0.9527273178100586,0.04694681987166405,0.0003258036158513278
42809,positive,0.9333418607711792,0.06299431622028351,0.003663761308416724
44083,positive,0.9876290559768677,0.012293322011828423,7.755367550998926e-05
44423,neutral,0.007046271115541458,0.010092628188431263,0.9828610420227051
47227,neutral,0.0011681130854412913,0.0032139169052243233,0.9956179857254028
47938,neutral,0.0009447510819882154,0.002841776004061103,0.9962134957313538
55853,positive,0.9731970429420471,0.02643948793411255,0.00036342223756946623
57049,positive,0.9723000526428223,0.02744266763329506,0.00025734567316249013
58780,positive,0.8626084327697754,0.12121003121137619,0.01618162915110588
62613,positive,0.9919136762619019,0.007490549236536026,0.0005957605899311602
64014,positive,0.968295156955719,0.031386878341436386,0.0003179555933456868
64245,positive,0.9861119985580444,0.012672824785113335,0.0012150947004556656
68448,neutral,0.0017871232703328133,0.004321224521845579,0.993891716003418
69780,positive,0.8194552659988403,0.14243395626544952,0.038110844790935516
72079,positive,0.9595805406570435,0.03901134058833122,0.001408135169185698
80843,neutral,0.021957412362098694,0.03472137451171875,0.943321168422699
